scenario,wacc_scenario,lcoe_usd_mwh
candu_ec6,government,90.4187142111432
ap1000,government,98.05727994721107
candu_ec6,government,108.65543894404158
ap1000,government,95.0032331095272
candu_ec6,government,98.14243864771369
ap1000,government,97.76231351772094
candu_ec6,government,106.99857722163566
ap1000,government,97.81326906743736
candu_ec6,government,100.11277208363333
ap1000,government,94.28924829691363
candu_ec6,government,95.71397443042439
ap1000,government,95.27592624665549
candu_ec6,government,104.6892491566209
ap1000,government,91.43020077503121
candu_ec6,government,104.02804769030048
ap1000,government,103.05178797640326
candu_ec6,government,88.14597650098257
ap1000,government,95.65765412662272
candu_ec6,government,100.74294214727449
ap1000,government,84.85924935250894
candu_ec6,government,104.797433117415
ap1000,government,93.56583764229082
candu_ec6,government,99.83900946402683
ap1000,government,85.88441814262451
candu_ec6,government,97.30965653416983
ap1000,government,91.79795516182485
candu_ec6,government,101.84644470568301
ap1000,government,91.31721132046694
candu_ec6,government,97.06426074843753
ap1000,government,105.99117408742465
candu_ec6,government,105.18758423681157
ap1000,government,99.7215995000072
candu_ec6,government,99.58171172291517
ap1000,government,103.75262286731952
candu_ec6,government,102.08312319077108
ap1000,government,91.7393868740374
candu_ec6,government,101.09465585468884
ap1000,government,103.15267507290424
candu_ec6,government,96.4546538323186
ap1000,government,95.61615395041126
candu_ec6,government,96.61081874172916
ap1000,government,93.72523202285387
candu_ec6,government,102.44215381308061
ap1000,government,95.750090044936
candu_ec6,government,110.49139336059251
ap1000,government,96.33723885055107
candu_ec6,government,100.82355878175224
ap1000,government,105.36612997794667
candu_ec6,government,99.3079180444879
ap1000,government,98.30578093459323
candu_ec6,government,94.61208026156064
ap1000,government,96.02533467683119
candu_ec6,government,98.95544915144909
ap1000,government,104.49592547011267
candu_ec6,government,96.70984138293719
ap1000,government,99.81881485899339
candu_ec6,government,105.07086049453605
ap1000,government,98.02658052981022
candu_ec6,government,102.75979582815484
ap1000,government,89.95790172280685
candu_ec6,government,107.27069315567296
ap1000,government,92.04078745945804
candu_ec6,government,106.90271762022499
ap1000,government,91.39356686474552
candu_ec6,government,100.36029025682576
ap1000,government,98.33612399831189
candu_ec6,government,94.76797601443896
ap1000,government,102.41084478654852
candu_ec6,government,95.95881578595956
ap1000,government,97.65802875581531
candu_ec6,government,97.87971742457681
ap1000,government,100.75832443077863
candu_ec6,government,100.69263799500243
ap1000,government,98.43866153443192
candu_ec6,government,108.19265159089974
ap1000,government,104.37252641496323
candu_ec6,government,107.20172747138719
ap1000,government,88.69184134052772
candu_ec6,government,95.36628554710636
ap1000,government,89.07672719522267
candu_ec6,government,104.76548084967055
ap1000,government,86.964283499197
candu_ec6,government,99.26067603308915
ap1000,government,111.62212105721804
candu_ec6,government,94.23477205710329
ap1000,government,96.16531731592042
candu_ec6,government,99.77362171718201
ap1000,government,109.71901913309375
candu_ec6,government,98.12154584302785
ap1000,government,96.66761779709968
candu_ec6,government,96.80219598623458
ap1000,government,98.29890528608605
candu_ec6,government,95.25339573563899
ap1000,government,96.37199413831885
candu_ec6,government,93.75044727324527
ap1000,government,102.29272570582012
candu_ec6,government,99.57466564049743
ap1000,government,94.44244191620274
candu_ec6,government,92.1185456844106
ap1000,government,85.59637731631318
candu_ec6,government,99.86605913765816
ap1000,government,102.75072014813972
candu_ec6,government,106.13395281850856
ap1000,government,110.71721424610281
candu_ec6,government,92.00011912446759
ap1000,government,97.45370705186271
candu_ec6,government,96.52089794336577
ap1000,government,101.27217695607537
candu_ec6,government,100.98805803617512
ap1000,government,94.5364300042733
candu_ec6,government,102.20195990093394
ap1000,government,96.73226777458608
candu_ec6,government,108.46799425056543
ap1000,government,100.23221421017264
candu_ec6,government,110.45340724759093
ap1000,government,91.1810974321936
candu_ec6,government,91.44288659429816
ap1000,government,90.09373230524741
candu_ec6,government,110.81268922609596
ap1000,government,97.89856405187349
candu_ec6,government,96.79571525014426
ap1000,government,98.3577752746956
candu_ec6,government,103.99255988335726
ap1000,government,93.18011887291789
candu_ec6,government,104.01892347227783
ap1000,government,102.22206836925439
candu_ec6,government,100.96846329858518
ap1000,government,86.88339856468117
candu_ec6,government,102.7637524022559
ap1000,government,96.63974705386849
